Date,Time,Activity,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,MAG_X,MAG_Y,MAG_Z,Heading_Deg,Heading_Dir
22/11/2025,16:50:11,bed to toilet,0.0000,0.0000,0.0104,-8.7729,-5.4274,1.4450,1.2904,0.8110,0.8669,112.8613,ESE
22/11/2025,16:50:12,bed to toilet,0.0000,0.0000,0.0000,-0.2253,0.0280,7.1937,1.3024,0.8316,0.8698,114.5317,ESE
22/11/2025,16:50:13,bed to toilet,0.0000,0.0000,0.0000,2.8646,-1.7544,3.5481,1.2971,0.8075,0.8657,116.9585,ESE
22/11/2025,16:50:14,bed to toilet,0.0000,0.0000,0.0000,-2.9610,5.3055,2.7554,1.2721,0.7857,0.8557,109.1528,ESE
22/11/2025,16:50:15,bed to toilet,0.0000,0.0000,0.2340,2.2902,-1.2550,0.0676,1.2805,0.7283,0.8585,113.6050,ESE
22/11/2025,16:50:16,bed to toilet,0.0000,0.0000,0.1207,-2.5968,6.4997,10.4788,1.2576,0.7470,0.8302,107.6917,ESE
22/11/2025,16:50:17,bed to toilet,0.0000,0.0000,0.0000,7.2646,-2.8123,-2.7126,1.2952,0.7131,0.8222,108.3525,ESE
22/11/2025,16:50:18,bed to toilet,0.0000,0.0000,0.0000,-5.9655,6.1746,9.1977,1.2826,0.7229,0.7838,103.2350,ESE
22/11/2025,16:50:19,bed to toilet,0.0000,0.0000,0.2637,3.1389,-12.6119,2.1685,1.2850,0.7421,0.8376,112.1867,ESE
22/11/2025,16:50:20,bed to toilet,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
22/11/2025,16:50:21,bed to toilet,0.0000,0.0000,0.0120,2.5813,7.7830,7.8667,1.2491,0.7511,0.8624,106.7045,ESE
22/11/2025,16:50:22,bed to toilet,0.2904,0.0000,0.2984,-2.1037,-5.8601,4.6297,1.2568,0.6809,0.8828,110.5539,ESE
22/11/2025,16:50:23,bed to toilet,0.2338,0.0000,0.2265,0.4575,-12.5778,2.4835,1.2336,0.6410,0.8814,106.3921,ESE
22/11/2025,16:50:24,bed to toilet,0.0000,0.0000,0.0000,-8.0319,-10.9535,1.1761,1.2706,0.6247,0.8887,111.8225,ESE
22/11/2025,16:50:25,bed to toilet,0.0000,0.0000,0.0000,-6.3075,-5.1330,7.2700,1.2607,0.6826,0.8476,107.8462,ESE
22/11/2025,16:50:26,bed to toilet,0.0000,0.0000,0.2526,-1.1284,-9.3067,-4.6166,1.2715,0.6517,0.8647,111.7526,ESE
22/11/2025,16:50:27,bed to toilet,0.0397,0.0000,0.0323,-13.2308,-22.9210,2.7391,1.2818,0.6803,0.8559,112.9457,ESE
22/11/2025,16:50:28,bed to toilet,0.2441,0.0000,0.0000,0.3430,-11.4438,2.7117,1.3114,0.7237,0.8336,113.4273,ESE
22/11/2025,16:50:29,bed to toilet,0.0000,0.0000,0.0000,-5.0027,-8.7115,-5.1584,1.2974,0.7302,0.8339,112.9708,ESE
