Date,Time,Activity,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,MAG_X,MAG_Y,MAG_Z,Heading_Deg,Heading_Dir
22/11/2025,16:38:30,bed to toilet,0.0000,0.0000,0.0000,0.4609,-1.4082,19.7002,0.9883,1.0145,0.9900,115.5467,ESE
22/11/2025,16:38:31,bed to toilet,0.0000,0.0000,0.0000,0.8963,-2.7640,16.5179,0.9853,1.0181,1.0024,115.6393,ESE
22/11/2025,16:38:32,bed to toilet,0.0000,0.0000,0.0000,0.9384,-0.3695,14.9206,0.9767,1.0266,1.0000,113.7643,ESE
22/11/2025,16:38:33,bed to toilet,0.0000,0.0000,0.0000,-25.5765,7.2263,0.1613,0.9773,0.9932,0.9967,118.6133,ESE
22/11/2025,16:38:34,bed to toilet,0.0000,0.0000,0.0000,-7.9620,-12.9352,-10.5671,1.0154,0.9637,0.9833,122.6500,ESE
22/11/2025,16:38:35,bed to toilet,0.0000,0.0000,0.0000,2.3746,-7.0158,16.8229,0.9840,0.9863,0.9759,117.7086,ESE
22/11/2025,16:38:36,bed to toilet,0.0000,0.0000,0.0000,-5.0763,-1.0831,11.5153,0.9925,0.9774,0.9409,118.2937,ESE
22/11/2025,16:38:37,bed to toilet,0.0000,0.0000,0.0000,0.2323,8.8725,17.2220,1.0035,0.9706,0.9263,115.1053,ESE
22/11/2025,16:38:38,bed to toilet,0.0000,0.0000,0.0000,4.5025,-11.1788,14.5385,0.9912,0.9648,0.9354,120.3750,ESE
22/11/2025,16:38:39,bed to toilet,0.0000,0.0000,0.0000,-6.2634,0.5588,9.0532,0.9958,0.9369,0.9495,118.3243,ESE
22/11/2025,16:38:40,bed to toilet,0.0000,0.0000,0.0000,-2.9784,-3.3264,8.6720,0.9873,0.9104,0.9469,117.3711,ESE
22/11/2025,16:38:41,bed to toilet,0.0000,0.0000,0.0000,-5.4124,4.8572,14.4167,0.9844,0.8986,0.9393,115.1667,ESE
22/11/2025,16:38:42,bed to toilet,0.0000,0.0000,0.1801,-2.6893,-6.1158,12.5925,0.9979,0.8710,0.9506,120.1300,ESE
22/11/2025,16:38:43,bed to toilet,0.0000,0.0000,0.1120,-2.2104,2.9290,10.4647,0.9802,0.8791,0.9467,117.0756,ESE
22/11/2025,16:38:44,bed to toilet,0.0000,0.0000,0.0000,0.1098,0.8656,12.2265,0.9989,0.8529,0.9628,117.4564,ESE
22/11/2025,16:38:45,bed to toilet,0.0000,0.0000,0.0000,-1.0341,-0.7527,11.7188,1.0051,0.8305,0.9727,117.0167,ESE
22/11/2025,16:38:46,bed to toilet,0.0000,0.0000,0.0000,-0.9569,-5.4526,9.6102,0.9942,0.8385,0.9760,114.8882,ESE
22/11/2025,16:38:47,bed to toilet,0.0000,0.0000,0.0000,-0.8406,-4.9204,13.0132,0.9946,0.8641,0.9627,114.3810,ESE
