Date,Time,Activity,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,MAG_X,MAG_Y,MAG_Z,Heading_Deg,Heading_Dir
22/11/2025,16:41:50,bed to toilet,0.0000,0.0000,0.0000,-7.1192,-8.1336,-5.3888,0.8513,1.0395,0.9180,114.7824,ESE
22/11/2025,16:41:51,bed to toilet,0.0000,0.0000,0.0000,-5.9319,-2.3940,-6.1488,0.8496,1.0507,0.9222,114.9605,ESE
22/11/2025,16:41:52,bed to toilet,0.0000,0.0000,0.0000,-2.5325,-1.4060,1.0540,0.8386,1.0452,0.9171,113.1842,ESE
22/11/2025,16:41:53,bed to toilet,0.0000,0.0000,0.0000,-13.5196,6.3255,-1.0208,0.8397,0.9701,0.9193,122.7225,ESE
22/11/2025,16:41:54,bed to toilet,0.0000,0.0000,0.0000,-7.2555,-6.9721,-6.0807,0.8375,0.9683,0.8966,116.9088,ESE
22/11/2025,16:41:55,bed to toilet,0.0000,0.0000,0.0000,-10.1933,-0.2263,-9.6224,0.8500,0.9564,0.8910,119.7500,ESE
22/11/2025,16:41:56,bed to toilet,0.0000,0.0000,0.0000,-11.2028,-14.2619,-4.3484,0.8569,0.9504,0.8669,116.5946,ESE
22/11/2025,16:41:57,bed to toilet,0.0000,0.0000,0.0000,-0.5589,-0.7122,3.7196,0.8526,0.9794,0.8513,114.1000,ESE
22/11/2025,16:41:58,bed to toilet,0.2664,0.0000,0.0000,-8.6970,-4.8436,-8.8977,0.8544,0.9515,0.8628,121.1083,ESE
22/11/2025,16:41:59,bed to toilet,0.0727,0.0000,0.0000,-10.0269,-2.6874,-2.1699,0.8404,0.9607,0.8742,115.4970,ESE
22/11/2025,16:42:00,bed to toilet,0.0000,0.0000,0.0000,-6.0472,-8.2807,-11.0185,0.8476,0.9122,0.8676,118.0929,ESE
22/11/2025,16:42:01,bed to toilet,0.1228,0.0000,0.0000,-11.9574,0.8491,0.6498,0.8505,0.8938,0.8749,116.6886,ESE
22/11/2025,16:42:02,bed to toilet,0.3305,0.1936,0.0000,-6.6574,-0.6520,-1.2436,0.8513,0.8770,0.8784,115.1579,ESE
22/11/2025,16:42:03,bed to toilet,0.3615,0.2829,0.0000,-12.1383,-9.1582,-8.6293,0.8574,0.8477,0.8857,119.3571,ESE
22/11/2025,16:42:04,bed to toilet,0.1119,0.0943,0.0000,-8.0717,-0.8722,3.4824,0.8493,0.8684,0.8848,113.2939,ESE
22/11/2025,16:42:05,bed to toilet,0.3236,0.0000,0.0000,-15.9542,-16.2042,-16.0771,0.8545,0.8585,0.9046,122.8370,ESE
22/11/2025,16:42:06,bed to toilet,0.3163,0.0000,0.0000,-8.5884,-3.6448,-6.2520,0.8533,0.8760,0.8850,113.5000,ESE
22/11/2025,16:42:07,bed to toilet,0.0000,0.0000,0.0000,-8.4381,-8.6770,-2.7228,0.8482,0.8806,0.8939,114.7000,ESE
