Date,Time,Activity,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,MAG_X,MAG_Y,MAG_Z,Heading_Deg,Heading_Dir
22/11/2025,17:04:18,bed to toilet,0.0000,0.0000,0.0000,1.0490,-14.6872,-3.8470,1.0009,1.0029,0.9840,115.4417,ESE
22/11/2025,17:04:19,bed to toilet,0.0000,0.0000,0.0000,8.9519,-5.4728,2.2183,1.0150,1.0237,0.9748,116.5710,ESE
22/11/2025,17:04:20,bed to toilet,0.0000,0.0000,0.0000,7.8461,-1.4868,-0.1067,0.9982,1.0016,0.9805,115.9722,ESE
22/11/2025,17:04:21,bed to toilet,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
22/11/2025,17:04:22,bed to toilet,0.0000,0.0000,0.0000,9.6821,-0.1294,7.3063,0.9910,0.9898,0.9601,113.7611,ESE
22/11/2025,17:04:23,bed to toilet,0.0753,0.0000,0.0000,7.5149,-5.3340,-0.9105,0.9905,0.9708,0.9264,114.4635,ESE
22/11/2025,17:04:24,bed to toilet,0.3079,0.0000,0.0000,13.5190,13.4213,-6.3638,0.9659,0.9228,0.9627,108.7778,ESE
22/11/2025,17:04:25,bed to toilet,0.0000,0.0000,0.0000,2.4868,-28.7226,4.5258,0.9597,0.8599,0.9961,109.9667,ESE
22/11/2025,17:04:26,bed to toilet,0.3571,0.0000,0.0000,-6.4884,-8.9062,-8.8890,0.9812,0.8879,0.9453,114.7625,ESE
22/11/2025,17:04:27,bed to toilet,0.0000,0.1973,0.0000,13.5074,4.7876,10.2455,1.0095,0.8605,0.9375,113.3257,ESE
22/11/2025,17:04:28,bed to toilet,0.0000,0.0527,0.0000,11.5097,-22.1677,-16.4194,1.0016,0.8607,0.9531,113.2441,ESE
22/11/2025,17:04:29,bed to toilet,0.0000,0.0000,0.0000,6.8034,-12.0805,-10.2602,0.9928,0.9040,0.9462,115.2444,ESE
22/11/2025,17:04:30,bed to toilet,0.0000,0.0000,0.0000,-0.1113,14.5228,-13.5934,0.9884,0.9139,0.9397,113.9643,ESE
