Date,Time,Activity,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,MAG_X,MAG_Y,MAG_Z,Heading_Deg,Heading_Dir
22/11/2025,16:55:51,bed to toilet,0.0000,0.0000,0.0000,-3.2650,-1.5110,0.1459,0.9861,1.0024,1.0207,115.6652,ESE
22/11/2025,16:55:52,bed to toilet,0.0000,0.0000,0.0000,-2.9421,-8.8973,1.2140,0.9891,0.9702,1.0216,115.5886,ESE
22/11/2025,16:55:53,bed to toilet,0.0000,0.0000,0.0000,4.3732,-10.7205,-1.4808,0.9945,0.9318,1.0298,117.5000,ESE
22/11/2025,16:55:54,bed to toilet,0.0000,0.0000,0.0000,3.1166,-4.5624,-2.5716,0.9433,0.9452,1.0146,108.2784,ESE
22/11/2025,16:55:55,bed to toilet,0.0000,0.0000,0.0000,-12.8074,-1.4249,6.3792,0.9722,0.8823,1.0105,120.4972,ESE
22/11/2025,16:55:56,bed to toilet,0.0000,0.0000,0.0000,17.0759,-18.4929,-10.5247,0.9772,0.9131,0.9695,118.2771,ESE
22/11/2025,16:55:57,bed to toilet,0.0000,0.0000,0.0000,2.0238,2.2434,-0.6641,0.9441,0.8877,0.9400,103.9914,ESE
22/11/2025,16:55:58,bed to toilet,0.0000,0.0000,0.0000,-10.7518,-12.0572,5.1693,0.9709,0.8472,0.9633,117.5763,ESE
22/11/2025,16:55:59,bed to toilet,0.0000,0.0000,0.0000,15.5657,-28.7306,-13.3354,0.9736,0.9293,0.9503,117.5242,ESE
22/11/2025,16:56:00,bed to toilet,0.0000,0.0000,0.0000,2.6025,-1.6444,-0.2359,0.9255,0.9778,0.9663,106.4081,ESE
22/11/2025,16:56:01,bed to toilet,0.2880,0.0000,0.0000,-12.8513,-11.8285,5.2792,0.9659,0.9003,0.9609,120.5641,ESE
22/11/2025,16:56:02,bed to toilet,0.1280,0.0000,-0.0614,11.0323,-1.0740,-10.5485,0.9875,0.8935,0.9466,115.6462,ESE
22/11/2025,16:56:03,bed to toilet,0.0000,0.0000,-0.2264,-1.0756,2.4297,4.3187,0.9489,0.7497,1.0400,106.6805,ESE
22/11/2025,16:56:04,bed to toilet,0.2584,0.0000,0.0000,-10.1621,-26.7599,2.8057,0.9731,0.7800,1.0108,122.0531,ESE
22/11/2025,16:56:05,bed to toilet,0.3937,0.0000,0.0000,3.1013,-13.0302,-16.5228,0.9894,0.8028,0.9803,120.5400,ESE
22/11/2025,16:56:06,bed to toilet,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
22/11/2025,16:56:07,bed to toilet,0.1274,0.0000,0.0888,2.0816,-10.5024,-4.0592,0.9790,0.7939,0.9906,113.5328,ESE
22/11/2025,16:56:08,bed to toilet,0.2313,0.0000,0.1251,12.5305,-18.6604,-6.2024,0.9984,0.8403,0.9667,112.2313,ESE
22/11/2025,16:56:09,bed to toilet,0.2747,0.0000,0.0000,-0.9476,-11.4785,2.3912,0.9973,0.8492,0.9631,111.5607,ESE
22/11/2025,16:56:10,bed to toilet,0.0000,0.0000,0.0000,-4.1577,-8.0327,-2.9362,0.9894,0.8402,0.9754,111.3063,ESE
