Date,Time,Activity,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,MAG_X,MAG_Y,MAG_Z,Heading_Deg,Heading_Dir
22/11/2025,16:49:27,bed to toilet,0.0000,0.0000,0.0000,-12.7897,13.4926,9.9109,0.8505,1.1129,0.9242,111.6500,ESE
22/11/2025,16:49:28,bed to toilet,0.0000,0.0000,0.0000,-7.9171,-7.4378,10.4748,0.8744,1.1174,0.9259,114.0722,ESE
22/11/2025,16:49:29,bed to toilet,0.0000,0.0000,0.0000,-6.1674,3.1996,14.7230,0.8846,1.1120,0.9275,116.1973,ESE
22/11/2025,16:49:30,bed to toilet,0.0000,0.0000,0.0000,1.7787,-6.8499,4.3972,0.8710,1.0514,0.9361,112.7892,ESE
22/11/2025,16:49:31,bed to toilet,0.0000,0.0000,0.0000,-11.2597,8.7244,11.6609,0.8500,1.0063,0.9318,110.1421,ESE
22/11/2025,16:49:32,bed to toilet,0.0000,0.0000,0.0000,8.2385,-10.8418,13.3860,0.8560,0.9917,0.9242,110.1622,ESE
22/11/2025,16:49:33,bed to toilet,0.0000,0.0000,0.0000,-10.9875,-0.7412,15.3134,0.8416,1.0009,0.9054,112.0568,ESE
22/11/2025,16:49:34,bed to toilet,0.0000,0.0000,0.0000,7.0619,-13.4845,4.8079,0.8541,0.9803,0.8830,109.4944,ESE
22/11/2025,16:49:35,bed to toilet,0.0000,0.0000,0.0000,0.5755,4.1066,16.6103,0.8487,0.9931,0.8564,103.3667,ESE
22/11/2025,16:49:36,bed to toilet,0.0000,0.0000,0.1991,-7.2851,-5.5754,8.9949,0.8631,0.9617,0.8772,109.7083,ESE
22/11/2025,16:49:37,bed to toilet,0.0000,0.0000,0.3561,-3.5014,-2.5563,13.6219,0.8643,1.0047,0.9060,108.4120,ESE
22/11/2025,16:49:38,bed to toilet,0.0000,0.0000,0.1526,-4.3949,-0.6831,13.0254,0.8533,0.9778,0.9200,107.1450,ESE
22/11/2025,16:49:39,bed to toilet,0.0000,0.0000,0.2619,-2.7387,-2.4610,9.3494,0.8578,0.9220,0.9373,112.6405,ESE
22/11/2025,16:49:40,bed to toilet,0.0000,0.0000,0.0704,-6.1257,0.2044,15.3095,0.8475,0.9177,0.9166,106.6658,ESE
22/11/2025,16:49:41,bed to toilet,0.0000,0.0000,0.5407,2.8054,-3.4459,6.7181,0.8636,0.8903,0.9333,111.8571,ESE
22/11/2025,16:49:42,bed to toilet,0.0000,0.0000,0.1248,-12.7645,0.9609,12.7911,0.8481,0.8972,0.9253,109.5675,ESE
22/11/2025,16:49:43,bed to toilet,0.0000,0.0000,0.3682,7.0194,-13.5291,9.7240,0.8524,0.8975,0.9211,109.6333,ESE
22/11/2025,16:49:44,bed to toilet,0.0000,0.0000,0.0000,-15.7000,4.8024,12.1998,0.8513,0.9059,0.9196,110.8417,ESE
22/11/2025,16:49:45,bed to toilet,0.0000,0.0000,0.0000,-2.1638,-14.4890,11.6786,0.8684,0.8998,0.9210,110.3568,ESE
22/11/2025,16:49:46,bed to toilet,0.0000,0.0000,0.0000,-5.3075,-4.3273,13.4708,0.8939,0.9549,0.8997,113.1412,ESE
22/11/2025,16:49:47,bed to toilet,0.0000,0.0000,0.0000,-6.8123,-8.1133,3.3117,0.8949,0.9697,0.8940,114.3500,ESE
