Date,Time,Activity,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,MAG_X,MAG_Y,MAG_Z,Heading_Deg,Heading_Dir
22/11/2025,16:33:46,bed to toilet,0.0000,0.0000,0.0000,4.7320,1.3152,7.2128,1.0165,1.0908,0.9854,115.2562,ESE
22/11/2025,16:33:47,bed to toilet,0.0000,0.0000,0.0000,-2.3577,-3.2768,6.4958,1.0025,1.0887,0.9862,113.5706,ESE
22/11/2025,16:33:48,bed to toilet,0.0000,0.0000,0.0000,-9.2271,12.3154,2.0596,1.0183,1.0686,0.9855,115.0826,ESE
22/11/2025,16:33:49,bed to toilet,0.0000,0.0000,0.0000,-2.4840,14.5751,5.1564,1.0316,1.0156,1.0333,116.6000,ESE
22/11/2025,16:33:50,bed to toilet,0.0000,0.0000,0.0000,-0.8751,-0.9574,7.0655,1.0021,1.0241,0.9930,115.4550,ESE
22/11/2025,16:33:51,bed to toilet,0.0000,0.0000,0.0000,-3.5624,-10.1663,-2.6008,0.9994,1.0056,0.9273,110.9694,ESE
22/11/2025,16:33:52,bed to toilet,0.0000,0.0000,0.0000,-3.2313,-6.4695,6.9141,1.0113,0.9944,0.9265,112.4667,ESE
22/11/2025,16:33:53,bed to toilet,0.0000,0.0000,0.0000,-5.7298,5.6703,7.9436,1.0164,1.0189,0.9525,111.2912,ESE
22/11/2025,16:33:54,bed to toilet,0.0000,0.0000,0.0000,-4.6836,-15.9015,-3.8617,1.0100,0.9409,0.9638,112.9854,ESE
22/11/2025,16:33:55,bed to toilet,0.0000,0.0000,0.0000,3.2741,8.0806,12.1798,1.0039,0.9186,0.9618,113.8711,ESE
22/11/2025,16:33:56,bed to toilet,0.0000,0.0000,0.0000,0.7565,-9.2963,5.9962,1.0028,0.9464,0.9374,111.2108,ESE
22/11/2025,16:33:57,bed to toilet,0.0000,0.0000,0.0000,-7.2951,-7.8675,-2.5857,1.0132,0.9012,0.9654,114.5275,ESE
22/11/2025,16:33:58,bed to toilet,0.0000,0.0000,0.0000,-0.9805,-3.8509,3.1764,1.0143,0.9588,0.9384,112.2306,ESE
22/11/2025,16:33:59,bed to toilet,0.0000,0.0000,0.0000,-2.1790,-3.5829,3.0052,1.0158,0.9531,0.9500,113.7500,ESE
