Date,Time,Activity,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,MAG_X,MAG_Y,MAG_Z,Heading_Deg,Heading_Dir
24/11/2025,19:43:28,bed to toilet,0.0000,0.0000,0.0000,3.6288,-41.3817,0.2018,1.0111,0.9783,0.9798,114.0667,ESE
24/11/2025,19:43:29,bed to toilet,0.0000,0.0000,0.0000,3.1039,-41.2255,1.0596,1.0057,0.9902,0.9793,114.7182,ESE
24/11/2025,19:43:30,bed to toilet,0.0000,0.0000,0.0000,2.9385,-22.7724,1.1545,1.0039,0.9992,0.9804,114.8559,ESE
24/11/2025,19:43:31,bed to toilet,0.0000,0.0000,0.0000,3.4607,-12.6867,4.0350,1.0099,0.9607,0.9751,112.8417,ESE
24/11/2025,19:43:32,bed to toilet,0.0000,0.0000,0.0000,-7.5172,-3.6687,1.9570,0.9971,0.9362,0.9653,119.1857,ESE
24/11/2025,19:43:33,bed to toilet,0.0000,0.0000,0.0000,-2.5506,-25.6315,0.6221,1.0222,0.8740,0.9414,114.9703,ESE
24/11/2025,19:43:34,bed to toilet,0.0000,0.0000,0.0000,6.2911,-21.2770,-2.5423,1.0304,0.9077,0.9123,111.5895,ESE
24/11/2025,19:43:35,bed to toilet,0.0000,0.0000,0.0000,2.9222,-1.8824,7.9896,1.0228,0.8681,0.9366,116.6868,ESE
24/11/2025,19:43:36,bed to toilet,0.0000,0.1390,0.0000,-0.2766,-35.0052,1.2800,0.9994,0.8860,0.9221,111.7444,ESE
24/11/2025,19:43:37,bed to toilet,0.0000,0.3064,0.0000,-0.7140,-9.0876,-16.5658,1.0043,0.8397,0.9242,116.1652,ESE
24/11/2025,19:43:38,bed to toilet,0.0000,0.1803,0.0000,1.1771,-26.6649,5.6270,1.0181,0.8326,0.9400,108.4674,ESE
24/11/2025,19:43:39,bed to toilet,0.0000,0.0000,0.0000,5.3214,-17.7873,5.1393,1.0180,0.8083,0.9483,110.5000,ESE
24/11/2025,19:43:40,bed to toilet,-0.0597,-0.0176,-0.0323,0.9482,-26.0271,-7.5109,1.0155,0.8320,0.9415,112.5905,ESE
24/11/2025,19:43:41,bed to toilet,-0.4180,-0.4064,-0.2546,-2.1412,2.2125,-6.8308,1.0528,0.9172,0.9318,100.5125,E (ตะวันออก)
