Date,Time,Activity,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,MAG_X,MAG_Y,MAG_Z,Heading_Deg,Heading_Dir
24/11/2025,20:02:07,bed to toilet,0.0000,0.0000,0.0000,1.1173,-5.2479,0.2802,0.9974,1.0270,0.9848,114.9412,ESE
24/11/2025,20:02:08,bed to toilet,0.0000,0.0000,0.0000,0.8576,-1.3495,2.0293,0.9932,1.0205,0.9848,114.4677,ESE
24/11/2025,20:02:09,bed to toilet,0.0000,0.0000,0.0000,0.2707,-6.1834,3.7677,0.9988,1.0105,0.9899,113.2000,ESE
24/11/2025,20:02:10,bed to toilet,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
24/11/2025,20:02:11,bed to toilet,0.0000,-0.0208,0.0000,-1.2442,-1.7467,2.7728,1.0192,0.9587,0.9697,116.7839,ESE
24/11/2025,20:02:12,bed to toilet,0.0000,-0.2801,0.0000,4.6426,-6.7274,3.3218,1.0115,0.9159,0.9277,112.8962,ESE
24/11/2025,20:02:13,bed to toilet,0.0000,0.1033,0.0000,-8.3998,10.0255,-0.4953,1.0108,0.9688,0.9351,110.3923,ESE
24/11/2025,20:02:14,bed to toilet,0.0000,0.1790,0.0000,5.0340,-18.5537,2.3618,0.9861,0.9439,0.9382,111.0923,ESE
24/11/2025,20:02:15,bed to toilet,0.1566,0.0000,0.0000,-2.2887,6.7008,1.9115,1.0040,0.9157,0.9318,117.0619,ESE
24/11/2025,20:02:16,bed to toilet,0.2058,0.0000,0.0000,4.1419,-17.2414,2.0518,1.0054,0.9069,0.9447,111.1919,ESE
24/11/2025,20:02:17,bed to toilet,0.0000,0.0000,0.0000,-4.3150,4.0640,1.0488,1.0099,0.8554,0.9660,115.6189,ESE
24/11/2025,20:02:18,bed to toilet,0.0000,0.0000,0.0000,7.3397,-19.8966,-2.5939,0.9956,0.9238,0.9453,111.9303,ESE
24/11/2025,20:02:19,bed to toilet,0.0000,0.0000,0.0000,2.0985,-11.6857,2.2220,0.9817,0.9383,0.9387,112.5000,ESE
