Date,Time,Activity,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,MAG_X,MAG_Y,MAG_Z,Heading_Deg,Heading_Dir
24/11/2025,19:54:34,bed to toilet,0.0000,0.0000,0.0000,-2.0361,2.0077,-0.3299,0.9868,1.0102,1.0154,115.2130,ESE
24/11/2025,19:54:35,bed to toilet,0.0000,0.0000,0.0000,-1.1762,0.8807,0.3875,0.9888,0.9853,0.9979,114.1700,ESE
24/11/2025,19:54:36,bed to toilet,0.0000,0.0000,0.0000,1.5033,-4.7328,-0.3411,0.9857,1.0054,0.9952,113.2103,ESE
24/11/2025,19:54:37,bed to toilet,0.4019,0.1389,0.0000,-0.6803,31.8702,9.5470,0.9833,0.9113,1.0035,119.6943,ESE
24/11/2025,19:54:38,bed to toilet,0.2201,0.1851,0.0378,0.5566,-0.8800,0.7624,0.9794,0.8766,0.9718,114.7595,ESE
24/11/2025,19:54:39,bed to toilet,-0.1761,0.0000,0.3177,-3.9359,-17.4581,-2.5907,0.9835,0.9221,0.9318,106.1700,ESE
24/11/2025,19:54:40,bed to toilet,-0.0898,0.0124,0.1248,-5.7707,21.8464,0.1302,0.9860,0.8205,0.9775,116.1571,ESE
24/11/2025,19:54:41,bed to toilet,0.0000,0.1671,-0.0281,-1.6925,2.3660,-3.0867,0.9933,0.8265,0.9588,109.9694,ESE
24/11/2025,19:54:42,bed to toilet,0.0000,0.2734,-0.2630,-1.0084,5.5358,5.9056,0.9852,0.8452,0.9607,109.4158,ESE
24/11/2025,19:54:43,bed to toilet,0.0000,0.1867,-0.0075,-3.6771,-14.7005,3.4027,0.9997,0.7447,1.0004,110.0743,ESE
24/11/2025,19:54:44,bed to toilet,0.0000,0.1204,0.0000,4.1282,-10.1708,2.9088,1.0307,0.8382,0.9572,109.7595,ESE
