Date,Time,Activity,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,MAG_X,MAG_Y,MAG_Z,Heading_Deg,Heading_Dir
24/11/2025,20:05:32,bed to toilet,0.0000,0.0000,0.0000,-4.6682,-4.6200,0.7712,1.0112,0.9841,0.9916,114.4333,ESE
24/11/2025,20:05:33,bed to toilet,0.0000,0.0000,0.0000,-4.6188,-3.9333,0.3632,1.0112,0.9845,0.9858,114.5935,ESE
24/11/2025,20:05:34,bed to toilet,0.0000,0.0000,0.0000,1.8896,12.8736,-0.9512,1.0141,0.9560,1.0019,110.5308,ESE
24/11/2025,20:05:35,bed to toilet,0.2523,0.2104,0.0000,-4.1235,-0.1546,13.5617,0.9728,0.9030,0.9928,118.9139,ESE
24/11/2025,20:05:36,bed to toilet,0.3633,-0.2402,0.0000,-8.5849,-1.7407,-6.8417,0.9894,0.9174,0.9297,111.2972,ESE
24/11/2025,20:05:37,bed to toilet,0.0338,0.1395,-0.2153,0.0743,-12.7444,-6.0997,1.0175,0.9006,0.9418,107.9442,ESE
24/11/2025,20:05:38,bed to toilet,0.0000,0.1301,-0.1987,-3.7959,1.4558,15.8370,0.9770,0.9037,0.9482,112.3024,ESE
24/11/2025,20:05:39,bed to toilet,0.0000,0.1766,0.0000,-6.8096,17.2713,-11.1259,0.9974,0.9325,0.9348,114.9033,ESE
24/11/2025,20:05:40,bed to toilet,0.0000,0.2004,0.0000,4.0760,-10.0303,19.4067,0.9932,0.7756,0.9715,114.2720,ESE
24/11/2025,20:05:41,bed to toilet,0.0000,0.2895,0.0000,-4.4347,-9.9974,-2.5314,1.0104,0.8466,0.9525,113.5377,ESE
24/11/2025,20:05:42,bed to toilet,0.0000,0.0115,0.0000,1.1709,-22.9537,-0.3611,0.9893,0.9367,0.9381,114.5489,ESE
24/11/2025,20:05:43,bed to toilet,0.0000,0.0000,0.0000,-2.2678,-6.0902,-1.1238,0.9820,0.9481,0.9545,115.1400,ESE
