Date,Time,Activity,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,MAG_X,MAG_Y,MAG_Z,Heading_Deg,Heading_Dir
24/11/2025,19:50:14,bed to toilet,0.0000,-0.2694,0.0000,12.3958,9.7098,27.2574,1.0222,1.0135,0.9846,102.0625,ESE
24/11/2025,19:50:15,bed to toilet,0.0000,-0.1505,0.0000,3.7065,6.2612,11.5391,0.9961,1.0195,0.9846,112.3441,ESE
24/11/2025,19:50:16,bed to toilet,0.0000,0.0000,0.0000,0.9956,5.7793,0.7662,0.9880,1.0328,0.9846,114.8324,ESE
24/11/2025,19:50:17,bed to toilet,0.0000,0.0000,0.0000,-2.3154,19.7617,-0.0234,0.9877,1.0207,1.0011,115.8750,ESE
24/11/2025,19:50:18,bed to toilet,0.0000,0.0000,0.0000,6.4945,4.8690,-3.1712,0.9609,0.9290,0.9808,106.3500,ESE
24/11/2025,19:50:19,bed to toilet,0.0000,0.0000,0.0000,-1.2056,16.3910,8.7775,0.9591,0.8951,0.9445,112.4605,ESE
24/11/2025,19:50:20,bed to toilet,0.0000,-0.1189,0.0000,-4.0431,16.2116,-4.1927,0.9951,0.9491,0.9466,106.1147,ESE
24/11/2025,19:50:21,bed to toilet,0.0000,0.6299,-0.2840,4.7185,-17.3632,0.9182,0.9820,0.9047,0.9455,105.4027,ESE
24/11/2025,19:50:22,bed to toilet,0.0000,0.1685,-0.1732,-3.2180,16.5500,-4.4364,1.0026,0.8485,0.9608,106.4214,ESE
24/11/2025,19:50:23,bed to toilet,0.0000,0.1675,-0.2788,1.4484,11.2814,-1.3435,0.9736,0.8591,0.9611,108.0619,ESE
24/11/2025,19:50:24,bed to toilet,0.0000,0.2822,-0.2788,1.7348,9.1216,-2.3657,0.9905,0.7913,0.9886,109.9185,ESE
24/11/2025,19:50:25,bed to toilet,0.0000,0.0000,0.0000,2.2890,-5.5021,4.3889,0.9213,0.8998,0.9551,108.9524,ESE
