Date,Time,Activity,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,MAG_X,MAG_Y,MAG_Z,Heading_Deg,Heading_Dir
24/11/2025,19:28:27,bed to toilet,0.0000,0.0000,0.0000,1.8958,2.5552,0.0377,0.9890,1.0263,0.9846,116.7333,ESE
24/11/2025,19:28:28,bed to toilet,0.0000,0.0000,0.0000,1.3842,2.8557,0.0642,0.9890,1.0181,0.9820,116.4800,ESE
24/11/2025,19:28:29,bed to toilet,-0.1787,0.0411,0.0000,2.1418,2.9756,-4.6213,0.9838,0.9938,0.9923,113.7944,ESE
24/11/2025,19:28:30,bed to toilet,-0.3573,-0.0393,0.2632,-20.1907,1.3217,2.5163,0.9738,0.9615,0.9590,117.8769,ESE
24/11/2025,19:28:31,bed to toilet,-0.3573,-0.0865,0.4106,9.1843,-9.4820,12.0089,0.9975,0.9370,0.9578,116.6846,ESE
24/11/2025,19:28:32,bed to toilet,0.0347,-0.3570,0.3406,15.9582,2.7932,10.3252,1.0034,0.9163,0.9530,117.1429,ESE
24/11/2025,19:28:33,bed to toilet,0.1594,-0.2014,0.1763,-1.7136,-9.2937,-2.0371,0.9803,0.9419,0.9507,110.5872,ESE
24/11/2025,19:28:34,bed to toilet,0.0000,0.0000,0.0000,1.4643,6.8838,-1.8493,0.9751,0.9875,0.9431,114.5133,ESE
