Date,Time,Activity,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,MAG_X,MAG_Y,MAG_Z,Heading_Deg,Heading_Dir
24/11/2025,19:38:24,bed to toilet,0.0000,0.0000,0.0000,-0.3360,-5.2857,-1.8683,1.0114,1.0303,0.9846,113.8909,ESE
24/11/2025,19:38:25,bed to toilet,0.0000,0.0000,0.0000,-0.4315,-2.9284,-3.9215,1.0114,1.0315,0.9846,115.0861,ESE
24/11/2025,19:38:26,bed to toilet,0.0000,0.0000,0.0000,0.1140,-1.4043,-3.5104,1.0114,1.0364,0.9888,115.6757,ESE
24/11/2025,19:38:27,bed to toilet,0.0000,0.0000,0.0000,-2.3425,8.5395,-2.8375,1.0130,1.0276,0.9846,116.0172,ESE
24/11/2025,19:38:28,bed to toilet,0.0000,0.1332,0.0000,-1.5462,-6.8127,-5.8289,0.9906,0.9755,0.9782,111.0250,ESE
24/11/2025,19:38:29,bed to toilet,-0.2189,0.2664,0.0000,0.4317,4.4119,-2.3895,1.0219,0.9473,0.9469,108.9025,ESE
24/11/2025,19:38:30,bed to toilet,-0.1710,0.0991,0.0000,-8.5215,5.1150,-2.5910,1.0209,0.9864,0.9231,110.3674,ESE
24/11/2025,19:38:31,bed to toilet,0.1981,0.2281,0.0000,9.3293,-16.0354,1.7333,1.0163,0.9784,0.9439,111.6378,ESE
24/11/2025,19:38:32,bed to toilet,0.2439,0.0553,0.0000,-5.1581,19.2322,-0.7939,0.9883,0.9499,0.9293,115.1162,ESE
24/11/2025,19:38:33,bed to toilet,0.1429,0.0000,0.0000,1.8411,-10.2253,-7.8098,1.0166,0.9231,0.9402,107.2029,ESE
24/11/2025,19:38:34,bed to toilet,0.0000,0.0000,0.0000,-2.5863,6.8190,-0.4744,1.0227,0.8627,0.9572,114.1838,ESE
24/11/2025,19:38:35,bed to toilet,0.0000,0.0000,0.0000,1.4005,3.5273,-2.7993,1.0278,0.8478,0.9534,105.2265,ESE
24/11/2025,19:38:36,bed to toilet,0.0000,0.0000,0.0000,0.6483,-22.2395,-1.1009,1.0114,0.9208,0.9376,111.7486,ESE
